Hotel,Location,Star,Price Per Night,Restaurant,Free Breakfast,Pizza,Burger,Table Tennis,Horseback Riding,Bicycle Riding,Board Games,Swimming Pool,Free Cancellation,Free Wifi,Gym,Playstation,Cctv camera,Children activities,Freetaxiservice,Atm onsite,Laundryservice,Parkinglot,Television,Doublebed,Twinbed,Airconditioner,Bathroom,Telephone,Refrigerator,Showerchair,Amenities
Rewda Waber Harari Cultural Guest House,Harar,4,$900.00,Restaurant,Free Breakfast, , , , , , , , ,Free Wifi, , , , , , , ,Parkinglot,Television,Doublebed, , ,Bathroom, , , ,"Restaurant, Free Breakfast,  ,  ,  ,  ,  ,  ,  ,  , Free Wifi,  ,  ,  ,  ,  ,  ,  , Parkinglot, Television, Doublebed,  ,  , Bathroom,  ,  ,  "
African Village,Dire Dawa,5,"$2,700.00",Restaurant,Free Breakfast, , , , , , , , ,Free Wifi, , , ,Children activities,Freetaxiservice, , ,Parkinglot,Television,Doublebed,Twinbed, ,Bathroom, , , ,"Restaurant, Free Breakfast,  ,  ,  ,  ,  ,  ,  ,  , Free Wifi,  ,  ,  , Children activities, Freetaxiservice,  ,  , Parkinglot, Television, Doublebed, Twinbed,  , Bathroom,  ,  ,  "
Samrat Hotel,Dire Dawa,4,"$1,500.00",Restaurant,Free Breakfast, , , , , , ,Swimming Pool, ,Free Wifi, , ,Cctv camera,Children activities,Freetaxiservice, , ,Parkinglot,Television,Doublebed,Twinbed,Airconditioner,Bathroom, , , ,"Restaurant, Free Breakfast,  ,  ,  ,  ,  ,  , Swimming Pool,  , Free Wifi,  ,  , Cctv camera, Children activities, Freetaxiservice,  ,  , Parkinglot, Television, Doublebed, Twinbed, Airconditioner, Bathroom,  ,  ,  "
Siesta Hotel,Dire Dawa,4,"$1,556.00",Restaurant,Free Breakfast, , , , , , ,Swimming Pool, ,Free Wifi, , ,Cctv camera,Children activities,Freetaxiservice, , ,Parkinglot,Television,Doublebed, , ,Bathroom, , , ,"Restaurant, Free Breakfast,  ,  ,  ,  ,  ,  , Swimming Pool,  , Free Wifi,  ,  , Cctv camera, Children activities, Freetaxiservice,  ,  , Parkinglot, Television, Doublebed,  ,  , Bathroom,  ,  ,  "
Grand Triangle Hotel,Dire Dawa,3,"$1,434.00",Restaurant,Free Breakfast, , , , , , ,Swimming Pool, ,Free Wifi,Gym, ,Cctv camera,Children activities, , , ,Parkinglot,Television,Doublebed,Twinbed,Airconditioner,Bathroom, , , ,"Restaurant, Free Breakfast,  ,  ,  ,  ,  ,  , Swimming Pool,  , Free Wifi, Gym,  , Cctv camera, Children activities,  ,  ,  , Parkinglot, Television, Doublebed, Twinbed, Airconditioner, Bathroom,  ,  ,  "
Mm Hotel,Dire Dawa,4,"$1,345.00",Restaurant, , , , , , , , , ,Free Wifi, , , ,Children activities, , ,Laundryservice,Parkinglot,Television,Doublebed, ,Airconditioner,Bathroom, , , ,"Restaurant,  ,  ,  ,  ,  ,  ,  ,  ,  , Free Wifi,  ,  ,  , Children activities,  ,  , Laundryservice, Parkinglot, Television, Doublebed,  , Airconditioner, Bathroom,  ,  ,  "
Ma Hotel,Dire Dawa,4,"$1,345.00",Restaurant, , , , , , , ,Swimming Pool, ,Free Wifi, , ,Cctv camera,Children activities, , , ,Parkinglot,Television,Doublebed,Twinbed,Airconditioner,Bathroom,Telephone, , ,"Restaurant,  ,  ,  ,  ,  ,  ,  , Swimming Pool,  , Free Wifi,  ,  , Cctv camera, Children activities,  ,  ,  , Parkinglot, Television, Doublebed, Twinbed, Airconditioner, Bathroom, Telephone,  ,  "
Sarbia Hotel And Resort,Dire Dawa,4,"$1,700.00",Restaurant, , , , , , , , , ,Free Wifi, , , , , , ,Laundryservice,Parkinglot,Television,Doublebed, ,Airconditioner,Bathroom, ,Refrigerator, ,"Restaurant,  ,  ,  ,  ,  ,  ,  ,  ,  , Free Wifi,  ,  ,  ,  ,  ,  , Laundryservice, Parkinglot, Television, Doublebed,  , Airconditioner, Bathroom,  , Refrigerator,  "
Haile Resort Gondar,Gondar,4,"$2,447.00",Restaurant, , , , , , ,Board Games,Swimming Pool, ,Free Wifi, , , ,Children activities, , ,Laundryservice,Parkinglot,Television,Doublebed, , ,Bathroom,Telephone, , ,"Restaurant,  ,  ,  ,  ,  ,  , Board Games, Swimming Pool,  , Free Wifi,  ,  ,  , Children activities,  ,  , Laundryservice, Parkinglot, Television, Doublebed,  ,  , Bathroom, Telephone,  ,  "
Ag Hotel Gondar,Gondar,4,"$1,758.00",Restaurant,Free Breakfast, , , , , , , , ,Free Wifi,Gym, , ,Children activities,Freetaxiservice,Atm onsite,Laundryservice,Parkinglot,Television,Doublebed,Twinbed,Airconditioner,Bathroom, , , ,"Restaurant, Free Breakfast,  ,  ,  ,  ,  ,  ,  ,  , Free Wifi, Gym,  ,  , Children activities, Freetaxiservice, Atm onsite, Laundryservice, Parkinglot, Television, Doublebed, Twinbed, Airconditioner, Bathroom,  ,  ,  "
Goha Hotel,Gondar,3,"$1,500.00",Restaurant,Free Breakfast, , , , ,Bicycle Riding, ,Swimming Pool, ,Free Wifi, , ,Cctv camera, , , ,Laundryservice,Parkinglot,Television,Doublebed,Twinbed,Airconditioner,Bathroom, , , ,"Restaurant, Free Breakfast,  ,  ,  ,  , Bicycle Riding,  , Swimming Pool,  , Free Wifi,  ,  , Cctv camera,  ,  ,  , Laundryservice, Parkinglot, Television, Doublebed, Twinbed, Airconditioner, Bathroom,  ,  ,  "
Taye Belay Hotel,Gondar,3,"$3,675.00",Restaurant,Free Breakfast, , , , , , , ,Free Cancellation,Free Wifi, , , , , , ,Laundryservice,Parkinglot,Television,Doublebed,Twinbed,Airconditioner,Bathroom,Telephone,Refrigerator,Showerchair,"Restaurant, Free Breakfast,  ,  ,  ,  ,  ,  ,  , Free Cancellation, Free Wifi,  ,  ,  ,  ,  ,  , Laundryservice, Parkinglot, Television, Doublebed, Twinbed, Airconditioner, Bathroom, Telephone, Refrigerator, Showerchair"
Florida International Hotel,Gondar,4,"$2,700.00",Restaurant,Free Breakfast,Pizza, , , , , ,Swimming Pool, ,Free Wifi,Gym, ,Cctv camera,Children activities,Freetaxiservice, ,Laundryservice,Parkinglot,Television,Doublebed,Twinbed, ,Bathroom,Telephone,Refrigerator, ,"Restaurant, Free Breakfast, Pizza,  ,  ,  ,  ,  , Swimming Pool,  , Free Wifi, Gym,  , Cctv camera, Children activities, Freetaxiservice,  , Laundryservice, Parkinglot, Television, Doublebed, Twinbed,  , Bathroom, Telephone, Refrigerator,  "
Gondar Ethiopian Hotel,Gondar,5,"$1,500.00",Restaurant, , ,Burger, , , ,Board Games, , ,Free Wifi, , , , ,Freetaxiservice, , ,Parkinglot,Television,Doublebed, , ,Bathroom, , , ,"Restaurant,  ,  , Burger,  ,  ,  , Board Games,  ,  , Free Wifi,  ,  ,  ,  , Freetaxiservice,  ,  , Parkinglot, Television, Doublebed,  ,  , Bathroom,  ,  ,  "
Gondar Landmark Hotel,Gondar,3,"$1,200.00",Restaurant,Free Breakfast, , , , , , , , ,Free Wifi, , , ,Children activities, , ,Laundryservice,Parkinglot,Television,Doublebed,Twinbed,Airconditioner,Bathroom,Telephone, , ,"Restaurant, Free Breakfast,  ,  ,  ,  ,  ,  ,  ,  , Free Wifi,  ,  ,  , Children activities,  ,  , Laundryservice, Parkinglot, Television, Doublebed, Twinbed, Airconditioner, Bathroom, Telephone,  ,  "
Jantekel Hotel,Gondar,4,$990.00,Restaurant,Free Breakfast, ,Burger, , ,Bicycle Riding, , ,Free Cancellation, ,Gym, , ,Children activities,Freetaxiservice, , ,Parkinglot, ,Doublebed,Twinbed,Airconditioner,Bathroom, , , ,"Restaurant, Free Breakfast,  , Burger,  ,  , Bicycle Riding,  ,  , Free Cancellation,  , Gym,  ,  , Children activities, Freetaxiservice,  ,  , Parkinglot,  , Doublebed, Twinbed, Airconditioner, Bathroom,  ,  ,  "
Gondar Plaza Hotel,Gondar,4,"$2,568.00",Restaurant, ,Pizza,Burger, , ,Bicycle Riding,Board Games,Swimming Pool,Free Cancellation,Free Wifi, , , ,Children activities,Freetaxiservice, ,Laundryservice,Parkinglot,Television, ,Twinbed,Airconditioner,Bathroom,Telephone,Refrigerator, ,"Restaurant,  , Pizza, Burger,  ,  , Bicycle Riding, Board Games, Swimming Pool, Free Cancellation, Free Wifi,  ,  ,  , Children activities, Freetaxiservice,  , Laundryservice, Parkinglot, Television,  , Twinbed, Airconditioner, Bathroom, Telephone, Refrigerator,  "
Gondar Backpackers,Gondar,2,$616.00,Restaurant, ,Pizza, , , , , ,Swimming Pool,Free Cancellation,Free Wifi,Gym, , ,Children activities,Freetaxiservice, ,Laundryservice,Parkinglot,Television, ,Twinbed,Airconditioner,Bathroom, , , ,"Restaurant,  , Pizza,  ,  ,  ,  ,  , Swimming Pool, Free Cancellation, Free Wifi, Gym,  ,  , Children activities, Freetaxiservice,  , Laundryservice, Parkinglot, Television,  , Twinbed, Airconditioner, Bathroom,  ,  ,  "
Addis Amba Hotel,Bahirdar,5,"$1,838.00",Restaurant,Free Breakfast,Pizza,Burger,Table Tennis,Horseback Riding,Bicycle Riding,Board Games,Swimming Pool,Free Cancellation,Free Wifi,Gym,Playstation,Cctv camera,Children activities,Freetaxiservice,Atm onsite,Laundryservice,Parkinglot,Television,Doublebed,Twinbed,Airconditioner,Bathroom,Telephone,Refrigerator,Showerchair,"Restaurant, Free Breakfast, Pizza, Burger, Table Tennis, Horseback Riding, Bicycle Riding, Board Games, Swimming Pool, Free Cancellation, Free Wifi, Gym, Playstation, Cctv camera, Children activities, Freetaxiservice, Atm onsite, Laundryservice, Parkinglot, Television, Doublebed, Twinbed, Airconditioner, Bathroom, Telephone, Refrigerator, Showerchair"
Wynn Hotel,Bahirdar,4,$851.00,Restaurant,Free Breakfast, , , , , ,Board Games, ,Free Cancellation,Free Wifi, , , ,Children activities,Freetaxiservice,Atm onsite,Laundryservice,Parkinglot, ,Doublebed,Twinbed,Airconditioner,Bathroom,Telephone,Refrigerator,Showerchair,"Restaurant, Free Breakfast,  ,  ,  ,  ,  , Board Games,  , Free Cancellation, Free Wifi,  ,  ,  , Children activities, Freetaxiservice, Atm onsite, Laundryservice, Parkinglot,  , Doublebed, Twinbed, Airconditioner, Bathroom, Telephone, Refrigerator, Showerchair"
B&B The Annex,Bahirdar,4,$473.00,Restaurant,Free Breakfast,Pizza, , , , ,Board Games,Swimming Pool,Free Cancellation,Free Wifi, , , , , ,Atm onsite,Laundryservice,Parkinglot,Television,Doublebed,Twinbed, ,Bathroom, , , ,"Restaurant, Free Breakfast, Pizza,  ,  ,  ,  , Board Games, Swimming Pool, Free Cancellation, Free Wifi,  ,  ,  ,  ,  , Atm onsite, Laundryservice, Parkinglot, Television, Doublebed, Twinbed,  , Bathroom,  ,  ,  "
Teferi Mokonnen Hotel,Bahirdar,5,"$1,270.00",Restaurant,Free Breakfast,Pizza,Burger, , , , , ,Free Cancellation,Free Wifi, , , , , , ,Laundryservice,Parkinglot,Television,Doublebed,Twinbed, ,Bathroom,Telephone,Refrigerator, ,"Restaurant, Free Breakfast, Pizza, Burger,  ,  ,  ,  ,  , Free Cancellation, Free Wifi,  ,  ,  ,  ,  ,  , Laundryservice, Parkinglot, Television, Doublebed, Twinbed,  , Bathroom, Telephone, Refrigerator,  "
Blue Nile Resort,Bahirdar,4,"$3,570.00",Restaurant,Free Breakfast, , ,Table Tennis, , , ,Swimming Pool,Free Cancellation,Free Wifi,Gym, , , , , ,Laundryservice,Parkinglot,Television, ,Twinbed,Airconditioner,Bathroom,Telephone,Refrigerator,Showerchair,"Restaurant, Free Breakfast,  ,  , Table Tennis,  ,  ,  , Swimming Pool, Free Cancellation, Free Wifi, Gym,  ,  ,  ,  ,  , Laundryservice, Parkinglot, Television,  , Twinbed, Airconditioner, Bathroom, Telephone, Refrigerator, Showerchair"
Jacaranda Hotel,Bahirdar,4,"$1,300.00",Restaurant,Free Breakfast,Pizza,Burger,Table Tennis, ,Bicycle Riding,Board Games,Swimming Pool,Free Cancellation,Free Wifi,Gym,Playstation,Cctv camera,Children activities,Freetaxiservice,Atm onsite,Laundryservice,Parkinglot,Television,Doublebed,Twinbed,Airconditioner,Bathroom,Telephone,Refrigerator,Showerchair,"Restaurant, Free Breakfast, Pizza, Burger, Table Tennis,  , Bicycle Riding, Board Games, Swimming Pool, Free Cancellation, Free Wifi, Gym, Playstation, Cctv camera, Children activities, Freetaxiservice, Atm onsite, Laundryservice, Parkinglot, Television, Doublebed, Twinbed, Airconditioner, Bathroom, Telephone, Refrigerator, Showerchair"
Delano Hotel & Spa,Bahirdar,5,"$1,544.00",Restaurant,Free Breakfast, ,Burger, ,Horseback Riding,Bicycle Riding, , ,Free Cancellation,Free Wifi,Gym, ,Cctv camera,Children activities,Freetaxiservice, ,Laundryservice,Parkinglot,Television,Doublebed,Twinbed,Airconditioner,Bathroom,Telephone,Refrigerator,Showerchair,"Restaurant, Free Breakfast,  , Burger,  , Horseback Riding, Bicycle Riding,  ,  , Free Cancellation, Free Wifi, Gym,  , Cctv camera, Children activities, Freetaxiservice,  , Laundryservice, Parkinglot, Television, Doublebed, Twinbed, Airconditioner, Bathroom, Telephone, Refrigerator, Showerchair"
Water Front Hotel,Bahirdar,3,$851.00,Restaurant,Free Breakfast, , , , , , , , ,Free Wifi,Gym, ,Cctv camera,Children activities,Freetaxiservice,Atm onsite,Laundryservice,Parkinglot,Television,Doublebed,Twinbed,Airconditioner,Bathroom,Telephone,Refrigerator,Showerchair,"Restaurant, Free Breakfast,  ,  ,  ,  ,  ,  ,  ,  , Free Wifi, Gym,  , Cctv camera, Children activities, Freetaxiservice, Atm onsite, Laundryservice, Parkinglot, Television, Doublebed, Twinbed, Airconditioner, Bathroom, Telephone, Refrigerator, Showerchair"
Rahnile Hotel,Bahirdar,4,$894.00,Restaurant,Free Breakfast, ,Burger, , , ,Board Games,Swimming Pool,Free Cancellation,Free Wifi, , , ,Children activities,Freetaxiservice,Atm onsite,Laundryservice,Parkinglot,Television,Doublebed,Twinbed,Airconditioner,Bathroom,Telephone,Refrigerator, ,"Restaurant, Free Breakfast,  , Burger,  ,  ,  , Board Games, Swimming Pool, Free Cancellation, Free Wifi,  ,  ,  , Children activities, Freetaxiservice, Atm onsite, Laundryservice, Parkinglot, Television, Doublebed, Twinbed, Airconditioner, Bathroom, Telephone, Refrigerator,  "
Lakemark Hotel,Bahirdar,4,$808.00,Restaurant,Free Breakfast, , , , , , , , ,Free Wifi, , , ,Children activities,Freetaxiservice, ,Laundryservice,Parkinglot,Television,Doublebed,Twinbed,Airconditioner,Bathroom, , ,Showerchair,"Restaurant, Free Breakfast,  ,  ,  ,  ,  ,  ,  ,  , Free Wifi,  ,  ,  , Children activities, Freetaxiservice,  , Laundryservice, Parkinglot, Television, Doublebed, Twinbed, Airconditioner, Bathroom,  ,  , Showerchair"
Getva Hotel,Debre Berhan,3,$700.00,Restaurant, , , , , , , , , ,Free Wifi,Gym,Playstation,Cctv camera,Children activities, , ,Laundryservice,Parkinglot,Television,Doublebed,Twinbed,Airconditioner,Bathroom, , , ,"Restaurant,  ,  ,  ,  ,  ,  ,  ,  ,  , Free Wifi, Gym, Playstation, Cctv camera, Children activities,  ,  , Laundryservice, Parkinglot, Television, Doublebed, Twinbed, Airconditioner, Bathroom,  ,  ,  "
Eva Hotel,Debre Berhan,3,$670.00,Restaurant,Free Breakfast, , ,Table Tennis,Horseback Riding, , ,Swimming Pool,Free Cancellation,Free Wifi,Gym, , , ,Freetaxiservice,Atm onsite,Laundryservice, , ,Doublebed,Twinbed,Airconditioner,Bathroom, , , ,"Restaurant, Free Breakfast,  ,  , Table Tennis, Horseback Riding,  ,  , Swimming Pool, Free Cancellation, Free Wifi, Gym,  ,  ,  , Freetaxiservice, Atm onsite, Laundryservice,  ,  , Doublebed, Twinbed, Airconditioner, Bathroom,  ,  ,  "
Hiwot Hotel,Debre Berhan,3,$400.00,Restaurant, , , , , ,Bicycle Riding, , ,Free Cancellation,Free Wifi,Gym, , ,Children activities,Freetaxiservice, , , ,Television,Doublebed,Twinbed,Airconditioner,Bathroom, , , ,"Restaurant,  ,  ,  ,  ,  , Bicycle Riding,  ,  , Free Cancellation, Free Wifi, Gym,  ,  , Children activities, Freetaxiservice,  ,  ,  , Television, Doublebed, Twinbed, Airconditioner, Bathroom,  ,  ,  "
Ancient Lalibela Hotel,Lalibela,5,"$1,370.00",Restaurant,Free Breakfast,Pizza,Burger, , , , , ,Free Cancellation,Free Wifi,Gym,Playstation, ,Children activities,Freetaxiservice,Atm onsite,Laundryservice, ,Television,Doublebed,Twinbed, ,Bathroom, , , ,"Restaurant, Free Breakfast, Pizza, Burger,  ,  ,  ,  ,  , Free Cancellation, Free Wifi, Gym, Playstation,  , Children activities, Freetaxiservice, Atm onsite, Laundryservice,  , Television, Doublebed, Twinbed,  , Bathroom,  ,  ,  "
Merkeza Hotel,Lalibela,5,"$1,096.00",Restaurant,Free Breakfast, , , , ,Bicycle Riding,Board Games, ,Free Cancellation,Free Wifi, , , ,Children activities, , , ,Parkinglot,Television,Doublebed,Twinbed, ,Bathroom,Telephone, , ,"Restaurant, Free Breakfast,  ,  ,  ,  , Bicycle Riding, Board Games,  , Free Cancellation, Free Wifi,  ,  ,  , Children activities,  ,  ,  , Parkinglot, Television, Doublebed, Twinbed,  , Bathroom, Telephone,  ,  "
Lal Hotel & Spa,Lalibela,4,"$1,541.00",Restaurant, , ,Burger, , , , ,Swimming Pool,Free Cancellation,Free Wifi,Gym,Playstation,Cctv camera, ,Freetaxiservice, ,Laundryservice,Parkinglot,Television,Doublebed,Twinbed, ,Bathroom,Telephone,Refrigerator, ,"Restaurant,  ,  , Burger,  ,  ,  ,  , Swimming Pool, Free Cancellation, Free Wifi, Gym, Playstation, Cctv camera,  , Freetaxiservice,  , Laundryservice, Parkinglot, Television, Doublebed, Twinbed,  , Bathroom, Telephone, Refrigerator,  "
Holidays Hotel,Lalibela,4,"$1,232.00",Restaurant,Free Breakfast,Pizza,Burger, , , ,Board Games, ,Free Cancellation,Free Wifi,Gym, , ,Children activities, , ,Laundryservice,Parkinglot,Television,Doublebed,Twinbed,Airconditioner,Bathroom,Telephone, ,Showerchair,"Restaurant, Free Breakfast, Pizza, Burger,  ,  ,  , Board Games,  , Free Cancellation, Free Wifi, Gym,  ,  , Children activities,  ,  , Laundryservice, Parkinglot, Television, Doublebed, Twinbed, Airconditioner, Bathroom, Telephone,  , Showerchair"
Honey Land Hotel,Lalibela,4,"$1,410.00",Restaurant,Free Breakfast, , , , , , ,Swimming Pool,Free Cancellation,Free Wifi, , , ,Children activities,Freetaxiservice,Atm onsite,Laundryservice,Parkinglot, ,Doublebed,Twinbed,Airconditioner,Bathroom,Telephone,Refrigerator, ,"Restaurant, Free Breakfast,  ,  ,  ,  ,  ,  , Swimming Pool, Free Cancellation, Free Wifi,  ,  ,  , Children activities, Freetaxiservice, Atm onsite, Laundryservice, Parkinglot,  , Doublebed, Twinbed, Airconditioner, Bathroom, Telephone, Refrigerator,  "
Top Twelve Hotel,Lalibela,4,"$1,187.00",Restaurant,Free Breakfast, , , , , ,Board Games,Swimming Pool,Free Cancellation,Free Wifi, , ,Cctv camera,Children activities, , ,Laundryservice,Parkinglot, ,Doublebed,Twinbed, ,Bathroom, , , ,"Restaurant, Free Breakfast,  ,  ,  ,  ,  , Board Games, Swimming Pool, Free Cancellation, Free Wifi,  ,  , Cctv camera, Children activities,  ,  , Laundryservice, Parkinglot,  , Doublebed, Twinbed,  , Bathroom,  ,  ,  "
Sunny Side International Hotel,Kombolcha,2,$500.00,Restaurant, , , , , , , , , ,Free Wifi, , , ,Children activities, , , ,Parkinglot,Television,Doublebed,Twinbed,Airconditioner,Bathroom, ,Refrigerator, ,"Restaurant,  ,  ,  ,  ,  ,  ,  ,  ,  , Free Wifi,  ,  ,  , Children activities,  ,  ,  , Parkinglot, Television, Doublebed, Twinbed, Airconditioner, Bathroom,  , Refrigerator,  "
Yegofe View Hotel,Kombolcha,4,$700.00,Restaurant,Free Breakfast,Pizza,Burger, , , , ,Swimming Pool,Free Cancellation,Free Wifi, , , ,Children activities,Freetaxiservice, ,Laundryservice,Parkinglot, ,Doublebed,Twinbed,Airconditioner,Bathroom, ,Refrigerator,Showerchair,"Restaurant, Free Breakfast, Pizza, Burger,  ,  ,  ,  , Swimming Pool, Free Cancellation, Free Wifi,  ,  ,  , Children activities, Freetaxiservice,  , Laundryservice, Parkinglot,  , Doublebed, Twinbed, Airconditioner, Bathroom,  , Refrigerator, Showerchair"
Golden Gate Hotel,Dessie,3,$650.00,Restaurant,Free Breakfast, , , , , , , ,Free Cancellation,Free Wifi,Gym, , ,Children activities, , ,Laundryservice,Parkinglot,Television,Doublebed,Twinbed,Airconditioner,Bathroom, , ,Showerchair,"Restaurant, Free Breakfast,  ,  ,  ,  ,  ,  ,  , Free Cancellation, Free Wifi, Gym,  ,  , Children activities,  ,  , Laundryservice, Parkinglot, Television, Doublebed, Twinbed, Airconditioner, Bathroom,  ,  , Showerchair"
Hotel Time & Spa,Dessie,4,$500.00,Restaurant, , , , , , , , ,Free Cancellation,Free Wifi, , , ,Children activities,Freetaxiservice,Atm onsite,Laundryservice,Parkinglot, , ,Twinbed,Airconditioner,Bathroom, ,Refrigerator, ,"Restaurant,  ,  ,  ,  ,  ,  ,  ,  , Free Cancellation, Free Wifi,  ,  ,  , Children activities, Freetaxiservice, Atm onsite, Laundryservice, Parkinglot,  ,  , Twinbed, Airconditioner, Bathroom,  , Refrigerator,  "
Melbourne Hotel,Dessie,3,$860.00,Restaurant,Free Breakfast,Pizza,Burger,Table Tennis, , , ,Swimming Pool,Free Cancellation,Free Wifi,Gym,Playstation,Cctv camera, , , ,Laundryservice,Parkinglot,Television,Doublebed,Twinbed,Airconditioner,Bathroom,Telephone,Refrigerator,Showerchair,"Restaurant, Free Breakfast, Pizza, Burger, Table Tennis,  ,  ,  , Swimming Pool, Free Cancellation, Free Wifi, Gym, Playstation, Cctv camera,  ,  ,  , Laundryservice, Parkinglot, Television, Doublebed, Twinbed, Airconditioner, Bathroom, Telephone, Refrigerator, Showerchair"
Fm International Hotel,Debre Markos,2,$450.00,Restaurant, , , ,Table Tennis,Horseback Riding,Bicycle Riding, , ,Free Cancellation,Free Wifi, , , ,Children activities,Freetaxiservice, ,Laundryservice,Parkinglot,Television,Doublebed,Twinbed, ,Bathroom,Telephone, , ,"Restaurant,  ,  ,  , Table Tennis, Horseback Riding, Bicycle Riding,  ,  , Free Cancellation, Free Wifi,  ,  ,  , Children activities, Freetaxiservice,  , Laundryservice, Parkinglot, Television, Doublebed, Twinbed,  , Bathroom, Telephone,  ,  "
Gozamen Hotel,Debre Markos,3,$770.00,Restaurant,Free Breakfast,Pizza,Burger, , , ,Board Games,Swimming Pool,Free Cancellation,Free Wifi,Gym, ,Cctv camera,Children activities,Freetaxiservice,Atm onsite,Laundryservice,Parkinglot,Television,Doublebed,Twinbed,Airconditioner,Bathroom,Telephone,Refrigerator,Showerchair,"Restaurant, Free Breakfast, Pizza, Burger,  ,  ,  , Board Games, Swimming Pool, Free Cancellation, Free Wifi, Gym,  , Cctv camera, Children activities, Freetaxiservice, Atm onsite, Laundryservice, Parkinglot, Television, Doublebed, Twinbed, Airconditioner, Bathroom, Telephone, Refrigerator, Showerchair"
Paradise Hotel,Debre Markos,4,$800.00,Restaurant,Free Breakfast, ,Burger,Table Tennis, , ,Board Games,Swimming Pool,Free Cancellation,Free Wifi,Gym,Playstation,Cctv camera,Children activities, , ,Laundryservice,Parkinglot,Television,Doublebed,Twinbed,Airconditioner,Bathroom,Telephone,Refrigerator,Showerchair,"Restaurant, Free Breakfast,  , Burger, Table Tennis,  ,  , Board Games, Swimming Pool, Free Cancellation, Free Wifi, Gym, Playstation, Cctv camera, Children activities,  ,  , Laundryservice, Parkinglot, Television, Doublebed, Twinbed, Airconditioner, Bathroom, Telephone, Refrigerator, Showerchair"
Bamboo Paradise Hotel,Asosa,3,$60.00,Restaurant, , , , , , , , , ,Free Wifi, , , ,Children activities, , , ,Parkinglot,Television,Doublebed,Twinbed, ,Bathroom,Telephone,Refrigerator,Showerchair,"Restaurant,  ,  ,  ,  ,  ,  ,  ,  ,  , Free Wifi,  ,  ,  , Children activities,  ,  ,  , Parkinglot, Television, Doublebed, Twinbed,  , Bathroom, Telephone, Refrigerator, Showerchair"
Blendana Hotel,Asosa,4,$70.00,Restaurant, , , , ,Horseback Riding,Bicycle Riding, ,Swimming Pool, ,Free Wifi, , , ,Children activities, , , ,Parkinglot, ,Doublebed,Twinbed,Airconditioner,Bathroom, , ,Showerchair,"Restaurant,  ,  ,  ,  , Horseback Riding, Bicycle Riding,  , Swimming Pool,  , Free Wifi,  ,  ,  , Children activities,  ,  ,  , Parkinglot,  , Doublebed, Twinbed, Airconditioner, Bathroom,  ,  , Showerchair"
Semhal Hotel,Asosa,2,$500.00,Restaurant, , ,Burger, , , ,Board Games,Swimming Pool,Free Cancellation,Free Wifi, ,Playstation, ,Children activities, , , ,Parkinglot,Television,Doublebed,Twinbed, ,Bathroom,Telephone,Refrigerator, ,"Restaurant,  ,  , Burger,  ,  ,  , Board Games, Swimming Pool, Free Cancellation, Free Wifi,  , Playstation,  , Children activities,  ,  ,  , Parkinglot, Television, Doublebed, Twinbed,  , Bathroom, Telephone, Refrigerator,  "
Baro Gambela Hotel,Gambela,3,$400.00,Restaurant, , ,Burger, , , , ,Swimming Pool, ,Free Wifi,Gym,Playstation, ,Children activities, , , ,Parkinglot, ,Doublebed,Twinbed,Airconditioner,Bathroom,Telephone,Refrigerator,Showerchair,"Restaurant,  ,  , Burger,  ,  ,  ,  , Swimming Pool,  , Free Wifi, Gym, Playstation,  , Children activities,  ,  ,  , Parkinglot,  , Doublebed, Twinbed, Airconditioner, Bathroom, Telephone, Refrigerator, Showerchair"
Giwa Hotel,Gambela,3,$600.00,Restaurant,Free Breakfast,Pizza,Burger, , , , ,Swimming Pool,Free Cancellation,Free Wifi, , , ,Children activities,Freetaxiservice,Atm onsite,Laundryservice,Parkinglot,Television,Doublebed,Twinbed,Airconditioner,Bathroom, , , ,"Restaurant, Free Breakfast, Pizza, Burger,  ,  ,  ,  , Swimming Pool, Free Cancellation, Free Wifi,  ,  ,  , Children activities, Freetaxiservice, Atm onsite, Laundryservice, Parkinglot, Television, Doublebed, Twinbed, Airconditioner, Bathroom,  ,  ,  "
Agape Lodge,Ciroo,3,$400.00,Restaurant, ,Pizza,Burger, , , ,Board Games,Swimming Pool,Free Cancellation,Free Wifi, , , ,Children activities, , , , ,Television,Doublebed,Twinbed,Airconditioner,Bathroom, , , ,"Restaurant,  , Pizza, Burger,  ,  ,  , Board Games, Swimming Pool, Free Cancellation, Free Wifi,  ,  ,  , Children activities,  ,  ,  ,  , Television, Doublebed, Twinbed, Airconditioner, Bathroom,  ,  ,  "
Kebsh International Lodge,Ciroo,4,$550.00,Restaurant, ,Pizza,Burger, , , , ,Swimming Pool, , , , , , , , , ,Parkinglot,Television,Doublebed, , , , , , ,"Restaurant,  , Pizza, Burger,  ,  ,  ,  , Swimming Pool,  ,  ,  ,  ,  ,  ,  ,  ,  , Parkinglot, Television, Doublebed,  ,  ,  ,  ,  ,  "
